,facility_name,facility_address,rating
2752,UNCLE JOHN'S CAFE,834 S GRAND AVE,
2753,GOSHEN CUSINE,212 W 7TH ST,
2754,BHALLI DISCOUNT MARKET,3700 W 3RD ST,
2755,SUBWAY #13478,3939 S CRENSHAW BLVD,
2756,ORANGE DOOR,1666 1/2 W ADAMS BLVD,
2758,MASAN,2851 W OLYMPIC BLVD,
2759,CAFE 5901,5901 OLYMPIC BLVD STE 104,
2760,BUSBYS,5364 WILSHIRE BLVD,
2762,PANADERIA GUERRERO,2411 W OLYMPIC BLVD STE #1,
2763,DIAMOND BAKERY,335 N FAIRFAX AVE,
2764,TACOS MX,312 W 7TH ST,
2765,ROSITAS MEXICAN  RESTAURANT,2622 N FIGUEROA ST,
2766,SUPER DISCOUNT GROCERY,3980 E OLYMPIC BLVD,
2767,EL REY THEATRE BAR,5515 WILSHIRE BLVD,
2768,CARL'S JR #12,1611 S WESTERN AVE,
2769,GOBI MONGOLIAN BBQ,2827 W SUNSET BLVD,
2770,JANG AN RESTAURANT,2773 W OLYMPIC BLVD,
2771,SUPERBA FOOD & BREAD,1900 LINCOLN BLVD,
2772,23RD ST CAFE,936 W 23RD ST,
2773,BIG WANGS,801 S GRAND AVE STE #175,
2774,THAI DISHES,6234 W MANCHESTER AVE,
2775,BLUE COW CAFE,350 S GRAND AVE STE R-3,
2776,THE VILLAGE BAKERY & CAFE,3119 LOS FELIZ BLVD,
2777,LA AZTECA,4203 CHEVY CHASE DR,
2778,MOHAWK BEND,2141 W SUNSET BLVD,
2779,GONG CHA,3785 WILSHIRE BLVD # 107E,
2780,SK DONUTS,5850 W 3RD ST #A,
2781,DONA ANA'S COSINA,11313 S AVALON BLVD,
2782,PHO CAFE,2841 W SUNSET BLVD,
2783,SURAWON KOREAN RESTAURANT,2833 W OLYMPIC BLVD,
2784,CAFE MAK,612 SHATTO PL,
2785,CAFFE LATTE,6254 WILSHIRE BLVD,
2786,STOUT,1544 N CAHUENGA BLVD,
2787,DELI-CIOUS,5966 W OLYMPIC BLVD,
2788,LA VILLA CAFE,4105 CHEVY CHASE DR,
2789,ALOHA CATERING SERVICES INC,686 N SPRING ST,
2790,IMPROV- COMEDY CLUB,8162 MELROSE AVE,
2791,SCHWARTZ BAKERY,433 N FAIRFAX AVE,
2792,TACO INN,815 W OLYMPIC BLVD,
2793,EL POLLO LOCO # 3540,1545 S WESTERN AVE,
2794,RINCON DE GUAYABITOS #3,6049 E WHITTIER BLVD,
2795,WOKCANO CRESCENT,8000 SUNSET BLVD A 110,
2796,ABC COMMISSARY,4151 PROSPECT AVE,
2797,MIKKELLER,330 W OLYMPIC BLVD,
2799,EL POLLO LOCO # 5502,1934 W OLYMPIC BLVD,
2800,LUCIFER'S PIZZA,6104 W SUNSET BLVD,
2801,NEUEHOUSE,6121 SUNSET BLVD,
2802,PEPES G. TACOS,223 W 6TH ST,
2803,THE OAKS GOURMET,1915 N BRONSON AVE,
2805,LOS MOLCAJETES,2748 W TEMPLE ST,
2807,AMAR DESH INDIAN RESTAURANT,2411 W OLYMPIC BLVD # 5,
2809,TINHORN FLATS SALOON & GRILL,1724 N HIGHLAND AVE,
2812,BOON ARUNEE THAI HOUSE,240 N VIRGIL AVE #111,
2813,EL MEXICANO MARKET/TORTILLER,6625 S AVALON BLVD,
2814,TIERRA MIA COFFEE COMPANY,5526 MONTE VISTA ST,
2815,JACKSON CAFE,5880 JEFFERSON BLVD,
2816,SEOUL GARDEN RESTAURANT,1833 W OLYMPIC BLVD,
2817,MO MO SUSHI,8500 W OLYMPIC BLVD STE E,
2818,ORLEANS AND YORK DELI,333 SPRING ST STE E9,
2819,GOLDEN MONGOLIAN RESTAURANT,3012 WILSHIRE BLVD,
2821,MARKET CAFE @ WESTWOOD GATEWAY,11150 SANTA MONICA BLVD,
2825,BIG BEAR FARM,922 S VERMONT AVE,
2828,TASTE OF UNIVERSAL,600 S SPRING ST # 108,
2829,SULTAN RESTAURANT,311 W 6TH ST,
2830,PUPUSERIA EL SAVOY,2439 W JAMES M WOOD BLVD,
2831,VIA MAR SEAFOOD RESTAURANT,5111 N FIGUEROA ST,
2833,NUMERO UNO MARKET #107-MEAT,4700 S BROADWAY,
2834,RENAISSANCE RESTAURANT,5930 FRANKLIN AVE,
2835,LA FUENTE RESTAURANT,5530 MONTE VISTA ST,
2837,BEELMAN'S PUB,600 S SPRING ST # R1,
2838,FRED'S BURGERS,5950 S VERMONT AVE,
2839,SHIBUMI,815 S HILL ST,
2840,TAM'S BURGER #7,5023 S CENTRAL AVE,
2841,HAWAIIAN BBQ HOUSE,3552 W 3RD ST,
2842,CUYUTLAN,2238 1/2 E 1ST ST,
2843,HILL GRILL,1061 S HILL ST,
2844,LOS ANTOJITOS MEXICAN REST,2122 E 1ST ST,
2845,PARK SIDE INT'L COLLEGE,3771 MCCLINTOCK AVE,
2846,CAFE ANGELINO,8735 W 3RD ST,
2847,TSURUMARU UDON,333 S ALAMEDA ST STE #301,
2848,CABANAS RESTAURANTE,1003 S HILL ST,
2849,LITTLE TOKYO SUSHI,333 S ALAMEDA ST # 100H,
2850,DINETTE,1608 1/2 W SUNSET BLVD,
2851,OH MY POKI,333 S ALAMEDA ST # 100,
2852,CILANTRO,1149 S HILL ST # AU130,
2854,LA MEXICANA MARKET,4800 S COMPTON AVE,
2855,X LANES,333 S ALAMEDA ST #300,
2856,L.A. POLICE ACADEMY,1880 ACADEMY DR,
2857,DOWNTOWN PEKING TAVERN,806 SPRING ST,
2858,NUNO D&T MARKET,1605 S HOOVER ST STE 106,
2859,THE EDISON-RESTAURANT,108 W 2ND ST #101,
2860,GEORGE TOWN CUPCAKE,143 S ROBERTSON BLVD,
2861,LUPITAS RESTAURANT #1,2214 E 1ST ST,
2862,DIAMOND BUFFET AND GRILL,1901 W 7TH ST,
2863,BEN & JERRY'S OF HOWARD HUGH,6081 CENTER DR STE 214,
2864,LITTLE TOKYO MARKET PLACE,333 S ALAMEDA ST # 100,
2865,OSTRICH FARM RESTAURANT,1525 W SUNSET BLVD,
2866,VESPAIO,225 S GRAND AVE,
2870,PRODUCE FOR LESS,5059 MELROSE AVE,
2871,PATRA BURGERS,1524 W SUNSET BLVD,
2872,CHIPOTLE MEXICAN GRILL #2988,301 W OLYMPIC BLVD STE A,
2873,FIRENZA WOOD FIRED PIZZA,300 S GRAND AVE,
2874,APRI BANQUIET HALL & CATERIN,4430 FOUNTAIN AVE STE 2,
2875,PEPPONE,11628 BARRINGTON CT,
2876,TALAY THAI RESTAURANT,11314 SANTA MONICA BLVD,
2877,TRADER JOE'S #17,2738 HYPERION AVE,
2878,TAM'S BURGERS #8,2801 S CENTRAL AVE,
2879,CENTRAL KITCHEN AT THE LORENZO,325 W ADAMS BLVD,
2880,IL SOGNO DELI,444 S SAN VICENTE BLVD STE 105,
2881,SUBWAY #5623,801 S FLOWER ST # A,
2882,HONG KONG EXPRESS,261 E ADAMS BLVD,
2883,ABRAM FRIEDMAN OCCUP CNETER,1646 S OLIVE ST,
2884,MAMA GALLINA,4501 S ALAMEDA ST # W-9A,
2885,RESTAURANTE Y PUPUSERIA LA ANTORCHA,5303 S MAIN ST,
2886,DON CHENTE BAR -GRILL,1248 S FIGUEROA ST,
2888,EPT FISH MARKET INC,11175 S VERMONT AVE,
2889,SEREE COFFEE SHOP,2800 S GRAND AVE,
2890,MCDONALD'S #5760,10623 VENICE BLVD,
2891,CORONA RANCH MARKET,5903 S MAIN ST,
2892,TARTINE BAKERY,545 S OLIVE ST,
2893,VERVE COFFEE,833 S SPRING ST,
2894,KFC,340 N WESTERN AVE,
2895,EL BORREGO DE ORO #2,2808 E WASHINGTON BLVD,
2897,RIOT CAFE,1933 BUNDY DR,
2898,HOBOKEN,2323 WESTWOOD BLVD,
2899,ALFRED COFFEE & KITCHEN,8428 MELROSE PL STE #A,
2900,MOCHA JAVA EXPRESS,623 S OLIVE ST,
2901,HOLIDAY INN EXPRESS LAX,8620 AIRPORT BLVD,
2902,LA PANADERIA MICHOACANA,258 E ADAMS BLVD STE 101,
2903,ALEJO'S TAKE OUT,8335 S LINCOLN BLVD,
2904,MERCADO,7910 W 3RD ST,
2905,FERNANDO'S BAR,3230 S CENTRAL AVE,
2906,LUPITA'S MEAT MARKET,1883 W ADAMS BLVD,
2907,CLEMENTINE,1751 ENSLEY AVE,
2908,NIETOS MARKET,2810 E WASHINGTON BLVD,
2910,COURTYARD CAFE,6161 W CENTURY BLVD,
2911,JUAN'S ROTISSERIE POLLO,2023 E FLORENCE AVE,
2912,TOCA MADERA,8450 W 3RD ST,
2913,SAY CHEESE CAFE,2800 HYPERION AVE,
2914,CARL'S JR #102,5800 RODEO RD,
2915,BIONICOS EL JALISCIENSE,4433 S ALAMEDA ST # B5,
2916,SUBWAY #62289,2806 WASHINGTON BLVD,
2917,YOSHINOYA,617 E CHARLES E YOUNG DR 140-A,
2918,TAM'S NUMBER 6,10023 S FIGUEROA ST,
2919,VICTORIA MARKET,11149 S VERMONT AVE,
2920,DOC POPCORN,3650 MARTIN LUTHER KING JR BLVD # 450,
2921,RCC POULTRY,11123 S CENTRAL AVE,
2922,HONEY DONUTS,2812 E WASHINGTON BLVD,
2923,PHILZ COFFEE,801 S HOPE ST # A,
2924,ANTOJITOS Y GARNACHERIA DONA ROSITA,6210 S VERMONT AVE,
2926,KFC TACO BELL E791008,8500 LINCOLN BLVD,
2927,TACO EL JALISCIENSE,4433 S ALAMEDA ST B-9,
2928,HIERVE EL AGUA,2005 W 8TH ST,
2929,COCO FRESH TEA AND JUICE,521 S OLIVE ST,
2931,SERVED 2 ENJOY,3007 S CENTRAL AVE,
2932,FOOD 4 LESS #359,1748 W JEFFERSON BLVD,
2933,WON KOK RESTAURANT,208 ALPINE ST,
2934,BLUE COLLAR PUB,361 S FAIRFAX AVE,
2935,SHIRE,4501 COLORADO BLVD,
2936,SSI ADVANCED POST SERVICES,7165 W SUNSET BLVD,
2937,BOTANICA,1620 SILVER LAKE BLVD,
2938,WAKU WAKU,1511 N CAHUENGA BLVD,
2939,HUMMUS REPUBLIC,8320 W 3RD ST,
2940,R-I CLUB LOUNGE,901 W OLYMPIC BLVD,
2941,2 FOR 1 PIZZA COMPANY,1905 S WESTERN AVE # 3,
2942,MADEMOISELLE M,8010 MELROSE AVE,
2943,SEPAN BANQUET HALL,3410 N GLENDALE BLVD,
2944,SEPAN CHICKEN,3324 GLENDALE BLVD,
2946,TERE'S MEXICAN GRILL,5870 W MELROSE AVE 101,
2947,POLLOS EL GUERO,274 E SLAUSON AVE,
2948,REGENT THEATER,448 S MAIN ST,
2949,JIM DANDY FRIED CHICKEN,11328 VERMONT AVE,
2950,MONARCA PASTA AND GRILL,2703 S VERMONT AVE,
2951,LA NEIGE BAKING ROOM CO,843 N BROADWAY,
2952,BY CHOLE,2520 GLENDALE BLVD,
2953,MAINLAND,8318 1/2 3RD ST,
2954,RICKS DRIVE IN & OUT,2400 FLETCHER DR,
2955,HONG KONG EXPRESS #2,1905 S WESTERN AVE STE #1,
2956,BOXCHOY,1651 3/4 N LA BREA AVE,
2957,TABLE 901,901 W OLYMPIC BLVD,
2958,FROG,1550 N CAHUENGA BLVD,
2959,LA PUPUSERIA EL PEPTO,6071 E OLYMPIC BLVD,
2960,CABBAGE PATCH,12531 BEATRICE ST,
2961,POQUTIO MAS WEST LA,2215 WESTWOOD BLVD,
2963,JW MARRIOTT LOS ANGELES,900 W OLYMPIC BLVD,
2965,ALMAZA,8905 VENICE BLVD STE 112,
2966,RALPHS MARKET #156,10309 W OLYMPIC BLVD,
2967,ANGELES MARKET,2500 S HOOPER AVE,
2969,FAMILY FARM MARKET,4322 S CENTRAL AVE,
2970,JACK IN THE BOX #3173,6409 W SUNSET BLVD,
2972,COFFEE FOR SASQUATCH,7020 MELROSE AVE,
2974,DAILY GRILL,5400 W CENTURY BLVD,
2975,THE NICKEL DINER,524 S MAIN ST,
2976,EL SUPER,5610 YORK BLVD,
2977,CULB LOUNGE,900 W OLYMPIC BLVD # LEVEL,
2979,BONGCHU,3377 WILSHIRE BLVD # 100,
2980,MAMACITA PERUVIAN CANTINA,6801 HOLLYWOOD BLVD # 418,
2981,COLD ROLLED ICE CREAM CO,7266 MELROSE AVE,
2982,MARIO BROTHERS,12904 VENICE BLVD,
2983,LA MAS MEAT POLLO #2,4101 S BROADWAY,
2984,TAQUERIA LA FOGATA,2534 S CENTRAL AVE,
2985,ASTRO FAMILY RESTAURANT,2300 FLETCHER DR,
2986,UMAMI BURGER URBAN JUNGLE LLC,1520 N CAHUENGA BLVD STE #7,
2987,EL TACO MEXICANO,1300 E VERNON AVE,
2988,HOME RESTAURANT,2500 RIVERSIDE DR,
2992,SAM'S ON SUNSET,7864 W SUNSET BLVD,
2993,OHANA POKE CO.,735 FIGUEROA ST # 118,
2995,ANTOJITOS HONDURENO,2701 1/4 S VERMONT AVE,
2996,LENNYS DELI WESTWOOD,2379 WESTWOOD BLVD,
2997,EL MOLINO MEXICAN MARKET,1573 W ADAMS BLVD,
2998,BUFFALO WILD WINGS,3939 CRENSHAW BLVD E,
2999,SUBWAY #3707,289 S ATLANTIC BLVD,
3000,PACE JOINT RESTAURANT & MARKET,7860 W SUNSET BLVD,
3001,HILL TOP MARKET,10526 S WESTERN AVE,
3002,EL COMPADRE RESTAURANT,233 E FLORENCE AVE,
3003,DTLA RAMEN,952 S BROADWAY WAY,
3004,TAM'S #15,7219 S ALAMEDA ST,
3005,RANCHOS MARKET,2009 W 8TH ST,
3006,DIAMOND DONUTS AND CHINESE DELI,639 E EL SEGUNDO BLVD,
3007,SUPER DONUT HOUSE,7307 SUNSET BLVD # A,
3008,AFC SUSHI AT RALPH'S #22,645 W 9TH ST # 101,
3009,GELATERIA ULI,8044 W 3RD ST,
3010,SUSHI MON,8562 W 3RD ST,
3011,DUNKIN DONUTS,2300 VENICE BLVD,
3012,SUPER GRILL,659 S BROADWAY # G-105,
3013,HONG KONG BOWL,626 1/2 E EL SEGUNDO BLVD,
3014,LAS 3 LUNAS,5255 1/2 S MAIN ST,
3015,EL FLORIDITA,1253 N VINE ST,
3016,CRISPY CRUST,1253 N VINE ST STE #6A,
3017,BAOHAUS,727 N BROADWAY STE 130,
3018,LUPITA'S BAKERY,1848 W FLORENCE AVE,
3019,GINGERGRASS SILVERLAKE LLC,2396 GLENDALE BLVD,
3020,HILLCREST COUNTRY CLUB,10000 W PICO BLVD,
3021,TAM O SHANTER INN,2980 LOS FELIZ BLVD,
3022,BURGER KING #11406,6155 YORK BLVD,
3023,BIRDS ROTISSERIE CHICKEN CAFE,5925 FRANKLIN AVE,
3024,TASTY NOODLE HOUSE,8054 W 3RD ST,
3025,PASEO CHAPIN,2220 W 7TH ST,
3026,TRUFFLE BROTHERS,4073 W WASHINGTON BLVD,
3027,FAITH & FLOWER RESTAURANT,705 W 9TH ST,
3028,TRIMANA,3415 S SEPULVEDA BLVD # 160,
3029,POMEGRANATE,8556 W 3RD ST,
3030,THE COUNTER,7917 SUNSET BLVD,
3031,YOGURTLAND BALDWIN HILLS,3939 CRENSHAW BLVD STE C,
3032,BASEMENT KITCHEN/DRY STORAGE FAITH & FLOWER,705 W 9TH ST,
3033,RANCHO PARK PHARMACY,10587 W PICO BLVD,
3034,FOOD,10595 PICO BLVD,
3035,EL DISCOUNT,1985 W ADAMS BLVD STE #103,
3037,TIAGO COFFEE BAR & KITCHEN,7080 HOLLYWOOD BLVD STE 106,
3038,MCDONALD'S #5149,1413 N VINE ST,
3039,KOHII COFFEE CO.,420 E 3RD ST STE 107,
3040,NONNA'S EMPANADAS,8570 W 3RD ST,
3041,SILVERLAKE COFFEE,2388 GLENDALE BLVD # #B,
3042,SUPER KING-MAIN,2716 N SAN FERNANDO RD,
3044,CASA NOSTRA RISTORANTE & BAR,825 W 9TH ST,
3045,VILLA SOMBRERO RESTAURANT IN,6101 YORK BLVD,
3046,VICKY'S MARKET,5504 W ADAMS BLVD,
3047,PIZZA HUT #28345,11146 PALMS BLVD,
3048,ARNIE MORTON'S OF CHICAGO,735 S FIGUEROA ST STE 207,
3050,W PIZZA,380 WORLD WAY # T08-F,
3051,BAMBOO EXPRESS,600 S ALVARADO ST # 107-8,
3052,OCTOPUS,729 W 7TH ST,
3053,THE SANDWICH BAR,8631 W 3RD ST STE 310,
3054,LITTLE SISTER @ DTLA,523 W 7TH ST,
3055,THE HALAL GUYS,510 W 7TH ST # 107,
3056,MAS MALO,515 W 7TH ST,
3057,BRACK SHOP TAVERN,525 W 7TH ST,
3058,SEVEN BAR AND RESTAURANT,555 W 7TH ST,
3059,EL PASEO INN,11 E OLVERA ST,
3060,ABC RESTAURANT,708 NEW HIGH ST,
3061,MARSHALLS #693,11270 W OLYMPIC BLVD,
3062,7-ELEVEN #34147A,3201 N BROADWAY,
3063,PRODUCTOS NATURALES,5541 SANTA MONICA BLVD # #16,
3064,TRIMANA/LAUSD,333 S BEAUDRY AVE,
3065,JOURNEYMEN,3219 GLENDALE BLVD,
3066,CHIPOTLE MEXICAN GRILL #04-1500,601 W 7TH ST,
3067,BS TAQUERIA,514 W 7TH ST,
3068,SUGARFISH,600 W 7TH ST STE 150,
3069,ZEBULON,2478 FLETCHER DR,
3070,JUDI'S DELI,8631 W 3RD ST STE 305,
3071,PLANET HOLLYWOOD,380 WORLD WAY T04,
3072,BIG FOOT LODGE,3172 LOS FELIZ BLVD,
3073,STARBUCKS #24164,700 S 7TH ST STE LG320,
3074,THE COUNTER,725 W 7TH ST,
3075,EL CHINO RESTAURANT & TAQUERIA,2119 W 8TH ST D,
3076,EL POLLO LOCO #3364,12860 W WASHINGTON BLVD,
3077,IN-N-OUT BURGER #102,7009 W SUNSET BLVD,
3078,LAZY DAISY CAFE,11913 WILSHIRE BLVD,
3079,BUTTON MASH,1391 SUNSET BLVD,
3080,EL MIGUELENO,2301 S VERMONT AVE,
3081,CROWN PLAZA LAX YOKOSO,5985 CENTURY BLVD,
3084,LARDER AT TAVERN,380 WORLD WAY T34,
3085,BOBA STORY,701 S WESTERN AVE,
3086,SUEDE BAR AND LOUNGE,404 S FIGUEROA ST STE #102,
3087,PATINA,141 S GRAND AVE,
3088,BARDONNA CAFE,724 S SPRING ST STE 102,
3089,TEE UP RESTAURANT & BAR,404 S FIGUEROA ST # 108,
3090,BREWWELL COFFEE,6515 SUNSET BLVD,
3091,GLADY'S DONUTS,830 E WASHINGTON BLVD #6,
3092,PANDA EXPRESS,2204 SAWTELLE BLVD # 412,
3093,KARABAGH MEAT MARKET,5363 SANTA MONICA BLVD,
3094,CHINA TOWN FAST FOOD,1000 E WASHINGTON BLVD STE 110,
3098,PATINA CATERING KITCHEN,141 S GRAND AVE # #950,
3099,CARDAMON,7233 BEVERLY BLVD,
3100,ANDIAMO/HILTON HOTEL,5711 W CENTURY BLVD,
3101,SOOPSOL KARAOKE & RESTAURANT,4070 W 3RD ST,
3102,TRIMANA GRILL,6246 WILSHIRE BLVD,
3103,"SWEET CANDY SHOP, LLC",6801 W HOLLYWOOD BLVD STE #201,
3104,FLEMING'S AT LA LIVE,800 W OLYMPIC BLVD STE A135,
3105,FIESTA MICHOACANA,1000 E WASHINGTON BLVD # 116,
3106,"SIZZLER USA RESTAURANTS, INC",2516 S COLORADO BLVD,
3107,FOUNDERS ALE HOUSE,8771 W PICO BLVD,
3109,88 SLT,2520 W 8TH ST 109,
3110,CHAMPAGNE FRENCH BAKERY,2202 SAWTELLE BLVD,
3111,TOM BERGIN'S,840 S FAIRFAX AVE,
3112,CHAYA SUSHI,380 WORLD WAY T44,
3113,SOOM SOOM,724 S SPRING ST STE 105,
3114,SUBWAY #26899,1000 E WASHINGTON BLVD STE 118,
3115,ON THE THIRTY RESTAURANT,724 S SPRING ST STE 104,
3116,LA RICE CAKE,950 N WESTERN AVE,
3117,LA SALSA RESTAURANT,2122 W 7TH ST,
3118,WEST 7 LIQUOR & MARKET,707 S WESTERN AVE,
3120,VIP CHINESE RESTAURANT,705 1/2 S WESTERN AVE,
3121,KUSINA FILIPINA,4157 EAGLE ROCK BLVD STE 1&2,
3122,EL GALLO GRILL,4533 E CESAR E CHAVEZ AVE,
3123,RINCON GUAHACO RESTAURANT,2015 W 7TH ST,
3124,KATSUYA,800 W OLYMPIC BLVD STE A175,
3125,MON DELIZ COFFEE & BAKERY,5357 SANTA MONICA BLVD,
3126,SALT'S CURE,1155 N HIGHLAND AVE,
3127,FUNCOLO RESTAURANT,724 S SPRING ST STE 106,
3130,ROLL CAKE FACTORY,936 N WESTERN AVE,
3131,LAS CHAMPAS USA FOOD SERVICE,5400 AVALON BLVD,
3132,KIKKA @ WHOLE FOODS BRENTWOOD,11737 SAN VICENTE BLVD,
3133,EBISU JAPANESE GRILL & SUSHI,6234 WILSHIRE BLVD,
3134,AMERICAN GIRL,189 THE GROVE DR # F-10,
3136,CROSSROADS WEST CAFE,4700 WESTERN HERITAGE WAY,
3138,YOUNGS MEAT MKT/DELI,5421 S HOOVER ST,
3139,LANDINGS/HILTON HOTEL,5711 W CENTURY BLVD,
3140,MEALS BY GENET INC,1053 S FAIRFAX AVE,
3141,HORSES PUB/THE PIKEY,7617 W SUNSET BLVD,
3143,HANSOL LUNCHBOX,2520 W 8TH ST STE 101,
3144,IL MORO RESTAURANT,11400 W OLYMPIC BLVD,
3145,OCCIDENTAL COLLEGE,1600 CAMPUS RD,
3146,LITTLE GALEN DINING HALL,3501 S WATTS WAY,
3147,WOO REE RESTAURANT,2520 W 8TH ST 108,
3148,LE PETIT PARIS,418 S SPRING ST,
3149,CAFE M,250 S ROSSMORE AVE,
3150,LA PAPA LOCA,1210 E OLYMPIC BLVD,
3151,COLBEE LIQUOR & MARKET,6205 WILLOUGHBY AVE,
3152,BLAZE PIZZA,110 S FAIRFAX AVE A14,
3153,CROSSROADS,8284 MELROSE AVE,
3154,PARKS BBQ,955 S VERMONT AVE G&W,
3155,IN-N-OUT BURGER #111,3640 N CAHUENGA BLVD W,
3156,FOOD 4 LESS #375,1091 S HOOVER ST,
3157,PUPUSERIA Y RESTAURANT MIPUB,1341 E FLORENCE AVE,
3158,THE COFFEE BEAN & TEA LEAF,3607 TROUSDALE PKWY,
3160,KAI JAPANESE ROOTS,541 S SPRING ST # 116,
3161,BUL RO CHO HAN BANG BO YANG TANG,955 S VERMONT AVE E,
3162,STARBUCKS COFFEE #5620,1900 N HIGHLAND AVE STE 6,
3163,RASCAL,801 S LA BREA AVE,
3164,SPRING TIME IN NY,557 S SPRING ST,
3165,CHIFA,754 S VERMONT AVE,
3166,NEW CHYN KING,5770 W 3RD ST,
3167,TUTOR HALL CAFE,3710 MCCLINTOCK AVE,
3168,EL TEJANITO,4501 S ALAMEDA ST # #703,
3169,EL SOMBRERO RESTAURANT,1825 S MAIN ST,
3170,PINKBERRY,2829 HYPERION AVE,
3171,BLAZE PIZZA PREP KITCHEN,6333 W 3RD ST STE K 7,
3173,YUMMY MONSTER,3128 W 8TH ST,
3174,MCDONALD'S #7037,1310 E OLYMPIC BLVD,
3175,HOTEL SOFITEL L A RESTAURANT,8555 W BEVERLY BLVD,
3176,BUDDHA BELLY RESTAURANT,724 S SPRING ST STE 112,
3177,POKE 2 GO RESTAURANT,724 S SPRING ST STE 107,
3178,RINCONCITO FAMILIAR,1251 E OLYMPIC BLVD,
3179,ARTURO'S TACOS,6319 S AVALON BLVD,
3180,GIGO'S CAFE AND DELI,853 N BROADWAY ST,
3181,7-ELEVEN #25330-C,5791 RODEO RD,
3182,ZACAPA MINI MARKET,4810 S HOOPER AVE,
3183,TACOS ESTILO D.F.,4433 S ALAMEDA ST # A57,
3184,CAFE MIDI,148 S LA BREA AVE,
3185,TOM'S JUNIOR,953 W FLORENCE AVE,
3186,FOOD 4 LESS #378,11840 S WILMINGTON AVE,
3187,RALPHS MARKET # 100,7257 W SUNSET BLVD,
3188,EL MOLCAJETE,1800 W 8TH ST,
3189,OISHI TERIYAKI,1830 W 8TH ST # C,
3190,ATCH-KODTCH,1253 N VINE ST STE #5,
3191,FACEBOOK PLAYA VISTA,12777 W JEFFERSON BLVD,
3192,COTTE DESSERT AND TEA,11668 PICO BLVD,
3193,SL DONUTS,4411 S MAIN ST,
3194,MARISCOS 4 VIENTOS,3000 E OLYMPIC BLVD,
3196,LITTLE CAESARS #5826,4042 S CENTINELA AVE,
3197,S.H LIQUOR MARKET,4002 AVALON BLVD,
3198,ZEN MEI BISTRO,800 YALE ST,
3199,MANDALA LIQUOR,2920 N BROADWAY,
3200,NOTHING BUT COFFEE,3952 WILSHIRE BLVD,
3201,AFC AT RALPHS#100,7257 W SUNSET BLVD,
3202,ONGGANAE LA,936 S VERMONT AVE,
3203,ARTUR'S GARDEN,1240 HOOPER AVE,
3204,OKIPOKI,507 S SPRING ST,
3205,NOAH'S NEW YORK BAGELS #2192,250 N LARCHMONT BLVD,
3206,KFC,11864 WILMINGTON AVE,
3207,KC'S CAFE,8320 LINCOLN BLVD STE 101B,
3208,PIG PEN RESTAURANT,724 S SPRING ST STE 111,
3209,GUISADOS,541 S SPRING ST,
3211,A&A SHINE BARGAIN,735 S VERMONT AVE,
3212,LOUISIANA FISH MARKET,11816 S WILMINGTON AVE,
3213,KOREAN GARDENS RESTAURANT,950 S VERMONT AVE,
3214,BLU JAM CAFE,541 S SPRING ST # 110,
3215,MI NUEVO MOLCAJETE RESTAURANT,2600 W 6TH ST,
3216,BCD TOFU HOUSE,3575 WILSHIRE BLVD,
3217,DRAGON FLOWER,3500 W SUNSET BLVD,
3218,OVERLAND CAFE,3601 OVERLAND AVE,
3219,JAMBA JUICE #38,8495 W 3RD ST STE D101,
3220,WABA GRILL,5857 S CENTRAL AVE 140,
3221,BONJUK,3551 WILSHIRE BLVD,
3222,JOHNNY ROCKETS #406,100 N LA CIENEGA BLVD # C123,
3223,TRADER JOE'S #311,263 S LA BREA AVE,
3224,THE FAMILY BAKERY RESTAURANT,6300 S FIGUEROA ST,
3225,A B C EXPRESS,1822 W 7TH ST,
3226,OMBU GRILL,400 S WESTERN AVE # 104,
3227,TENDER GREENS,13455 MAXELLA AVE #210,
3228,BEIJIN BOWL EXPRESS,2000 W 6TH ST,
3229,ANGELES,4330 SUNSET BLVD,
3230,GUCKENHEIMER @ BELKIN,12035 WATERFRONT DR # 2,
3231,PITA ON VINE,1253 N VINE ST SUIT 7A,
3232,NADEE STORE,863 S VERMONT AVE,
3233,RITE AID #5455,11750 S WILMINGTON AVE,
3234,MAMA JOAN'S SOUL FOOD,5496 W CENTINELA AVE,
3235,SERGIO'S TACOS,6601 E OLYMPIC BLVD,
3236,LUCKY CHINA,4413 S MAIN ST,
3237,TIMO'S BAKERY,820 N WESTERN AVE STE #112,
3238,NEW DONUTS,1260 S SOTO ST STE,
3240,DON FRANCISCO'S CAFE,541 S SPRING ST # 124,
3242,NICK'S BURGERS,6101 E WHITTIER BLVD,
3243,CALIMEX FAMILY MARKET,6604 N FIGUEROA ST,
3244,LA NUMERO UNO-PUPUSERIA SALV,1247 N VINE ST,
3245,MARISCOS LINDA,6426 WHITTIER BLVD,
3246,THE SYCAMORE KITCHEN,143 S LA BREA AVE,
3247,A' BLOC BICYCLE CAFE,5025 E YORK BLVD,
3248,TACO TU MADRE RESTAURANT,724 S SPRING ST STE 110,
3249,UNO PRODUCE MARKET #5,6655 N FIGUEROA ST,
3250,CAP N CORK,1674 HILLHURST AVE,
3251,LILIYA CHINA BISTRO,108 W 2ND ST 102,
3252,SWEETFIN POKE,8075 W 3RD ST,
3253,THE BOILING CRAB,10875 W KINROSS AVE,
3254,BLUE C SUSHI,6374 W SUNSET BLVD unit B,
3255,TACO BELL,6060 N FIGUEROA ST,
3256,EDIBLE ARRANGEMENTS,6100 N FIGUEROA ST STE B,
